period,count
2005-06-09 10:00:00,85.625
2005-06-09 10:40:00,85.125
2005-06-09 11:20:00,89.25
2005-06-09 12:00:00,88.625
2005-06-09 12:40:00,86.875
2005-06-09 13:20:00,87.125
2005-06-09 14:00:00,81.875
2005-06-09 14:40:00,74.75
2005-06-09 15:20:00,64.0
2005-06-09 16:00:00,52.75
2005-06-09 16:40:00,45.875
2005-06-09 17:20:00,43.75
2005-06-09 18:00:00,42.25
2005-06-09 18:40:00,43.0
2005-06-09 19:20:00,39.875
2005-06-09 20:00:00,34.875
2005-06-09 20:40:00,30.875
2005-06-09 21:20:00,26.875
2005-06-09 22:00:00,24.875
2005-06-09 22:40:00,23.5
2005-06-09 23:20:00,19.375
2005-06-10 00:00:00,17.875
2005-06-10 00:40:00,16.875
2005-06-10 01:20:00,16.5
2005-06-10 02:00:00,16.5
2005-06-10 02:40:00,17.5
2005-06-10 03:20:00,19.625
2005-06-10 04:00:00,21.375
2005-06-10 04:40:00,29.125
2005-06-10 05:20:00,43.5
2005-06-10 06:00:00,62.0
2005-06-10 06:40:00,73.375
2005-06-10 07:20:00,80.0
2005-06-10 08:00:00,80.75
2005-06-10 08:40:00,85.0
2005-06-10 09:20:00,83.75
2005-06-10 10:00:00,81.0
2005-06-10 10:40:00,81.5
2005-06-10 11:20:00,84.375
2005-06-10 12:00:00,79.0
2005-06-10 12:40:00,75.875
2005-06-10 13:20:00,71.5
2005-06-10 14:00:00,66.5
2005-06-10 14:40:00,60.5
2005-06-10 15:20:00,49.25
2005-06-10 16:00:00,42.5
2005-06-10 16:40:00,40.125
2005-06-10 17:20:00,38.5
2005-06-10 18:00:00,37.75
2005-06-10 18:40:00,37.125
2005-06-10 19:20:00,35.625
2005-06-10 20:00:00,31.375
2005-06-10 20:40:00,29.0
2005-06-10 21:20:00,26.0
2005-06-10 22:00:00,23.375
2005-06-10 22:40:00,21.625
2005-06-10 23:20:00,20.0
2005-06-11 00:00:00,19.0
2005-06-11 00:40:00,18.125
2005-06-11 01:20:00,18.125
2005-06-11 02:00:00,17.375
2005-06-11 02:40:00,17.0
2005-06-11 03:20:00,17.125
2005-06-11 04:00:00,17.25
2005-06-11 04:40:00,17.75
2005-06-11 05:20:00,20.25
2005-06-11 06:00:00,22.625
2005-06-11 06:40:00,26.125
2005-06-11 07:20:00,28.625
2005-06-11 08:00:00,30.75
2005-06-11 08:40:00,32.5
2005-06-11 09:20:00,33.5
2005-06-11 10:00:00,32.75
2005-06-11 10:40:00,33.125
2005-06-11 11:20:00,34.875
2005-06-11 12:00:00,33.75
2005-06-11 12:40:00,33.875
2005-06-11 13:20:00,35.25
2005-06-11 14:00:00,35.0
2005-06-11 14:40:00,35.125
2005-06-11 15:20:00,35.125
2005-06-11 16:00:00,34.125
2005-06-11 16:40:00,33.125
2005-06-11 17:20:00,33.125
2005-06-11 18:00:00,33.125
2005-06-11 18:40:00,32.875
2005-06-11 19:20:00,30.75
2005-06-11 20:00:00,27.875
2005-06-11 20:40:00,25.375
2005-06-11 21:20:00,23.0
2005-06-11 22:00:00,20.75
2005-06-11 22:40:00,19.0
2005-06-11 23:20:00,18.25
2005-06-12 00:00:00,18.125
2005-06-12 00:40:00,16.125
2005-06-12 01:20:00,15.125
2005-06-12 02:00:00,15.375
2005-06-12 02:40:00,14.875
2005-06-12 03:20:00,15.375
2005-06-12 04:00:00,16.25
2005-06-12 04:40:00,17.875
2005-06-12 05:20:00,19.625
2005-06-12 06:00:00,22.5
2005-06-12 06:40:00,26.5
2005-06-12 07:20:00,28.875
2005-06-12 08:00:00,32.0
2005-06-12 08:40:00,33.5
2005-06-12 09:20:00,34.875
2005-06-12 10:00:00,36.5
2005-06-12 10:40:00,36.75
2005-06-12 11:20:00,36.875
2005-06-12 12:00:00,38.0
2005-06-12 12:40:00,38.125
2005-06-12 13:20:00,38.125
2005-06-12 14:00:00,39.25
2005-06-12 14:40:00,40.625
2005-06-12 15:20:00,39.0
2005-06-12 16:00:00,39.375
2005-06-12 16:40:00,38.5
2005-06-12 17:20:00,40.625
2005-06-12 18:00:00,40.625
2005-06-12 18:40:00,36.25
2005-06-12 19:20:00,30.25
2005-06-12 20:00:00,26.375
2005-06-12 20:40:00,23.625
2005-06-12 21:20:00,22.125
2005-06-12 22:00:00,19.5
2005-06-12 22:40:00,17.125
2005-06-12 23:20:00,16.0
2005-06-13 00:00:00,15.75
2005-06-13 00:40:00,15.75
2005-06-13 01:20:00,16.375
2005-06-13 02:00:00,19.125
2005-06-13 02:40:00,19.125
2005-06-13 03:20:00,27.25
2005-06-13 04:00:00,40.125
2005-06-13 04:40:00,57.875
2005-06-13 05:20:00,75.75
2005-06-13 06:00:00,83.125
2005-06-13 06:40:00,87.375
2005-06-13 07:20:00,88.875
2005-06-13 08:00:00,87.0
2005-06-13 08:40:00,87.5
2005-06-13 09:20:00,89.125
2005-06-13 10:00:00,93.5
2005-06-13 10:40:00,91.5
2005-06-13 11:20:00,89.25
2005-06-13 12:00:00,86.625
2005-06-13 12:40:00,80.375
2005-06-13 13:20:00,71.5
2005-06-13 14:00:00,60.875
2005-06-13 14:40:00,52.625
2005-06-13 15:20:00,47.0
2005-06-13 16:00:00,45.375
2005-06-13 16:40:00,43.5
2005-06-13 17:20:00,42.75
2005-06-13 18:00:00,40.0
2005-06-13 18:40:00,35.5
2005-06-13 19:20:00,31.75
2005-06-13 20:00:00,28.125
2005-06-13 20:40:00,23.875
2005-06-13 21:20:00,22.5
2005-06-13 22:00:00,19.75
2005-06-13 22:40:00,13.625
2005-06-13 23:20:00,13.375
2005-06-14 00:00:00,14.125
2005-06-14 00:40:00,14.375
2005-06-14 01:20:00,15.125
2005-06-14 02:00:00,16.875
2005-06-14 02:40:00,21.0
2005-06-14 03:20:00,30.5
2005-06-14 04:00:00,41.0
2005-06-14 04:40:00,52.75
2005-06-14 05:20:00,64.25
2005-06-14 06:00:00,62.875
2005-06-14 06:40:00,66.375
2005-06-14 07:20:00,66.5
2005-06-14 08:00:00,66.625
2005-06-14 08:40:00,65.5
2005-06-14 09:20:00,67.125
2005-06-14 10:00:00,67.625
2005-06-14 10:40:00,68.0
2005-06-14 11:20:00,66.625
2005-06-14 12:00:00,62.5
2005-06-14 12:40:00,57.125
2005-06-14 13:20:00,50.75
2005-06-14 14:00:00,44.375
2005-06-14 14:40:00,40.0
2005-06-14 15:20:00,37.875
2005-06-14 16:00:00,35.75
2005-06-14 16:40:00,35.25
2005-06-14 17:20:00,33.125
2005-06-14 18:00:00,30.125
2005-06-14 18:40:00,28.5
2005-06-14 19:20:00,25.125
2005-06-14 20:00:00,22.375
2005-06-14 20:40:00,21.0
2005-06-14 21:20:00,19.25
2005-06-14 22:00:00,17.5
2005-06-14 22:40:00,16.875
2005-06-14 23:20:00,15.375
2005-06-15 00:00:00,15.5
2005-06-15 00:40:00,15.125
2005-06-15 01:20:00,19.125
2005-06-15 02:00:00,22.5
2005-06-15 02:40:00,31.125
2005-06-15 03:20:00,46.0
2005-06-15 04:00:00,61.0
2005-06-15 04:40:00,73.375
2005-06-15 05:20:00,78.125
2005-06-15 06:00:00,85.125
2005-06-15 06:40:00,87.375
2005-06-15 07:20:00,86.625
2005-06-15 08:00:00,86.375
2005-06-15 08:40:00,87.0
2005-06-15 09:20:00,88.625
2005-06-15 10:00:00,87.875
2005-06-15 10:40:00,88.75
2005-06-15 11:20:00,84.5
2005-06-15 12:00:00,79.625
2005-06-15 12:40:00,72.5
2005-06-15 13:20:00,59.75
2005-06-15 14:00:00,51.375
2005-06-15 14:40:00,47.0
2005-06-15 15:20:00,46.125
2005-06-15 16:00:00,48.125
2005-06-15 16:40:00,45.875
2005-06-15 17:20:00,41.0
2005-06-15 18:00:00,37.125
2005-06-15 18:40:00,34.125
2005-06-15 19:20:00,27.5
2005-06-15 20:00:00,25.375
2005-06-15 20:40:00,22.125
2005-06-15 21:20:00,19.75
2005-06-15 22:00:00,20.0
2005-06-15 22:40:00,17.375
2005-06-15 23:20:00,16.375
2005-06-16 00:00:00,16.25
2005-06-16 00:40:00,17.0
2005-06-16 01:20:00,20.0
2005-06-16 02:00:00,27.375
2005-06-16 02:40:00,38.375
2005-06-16 03:20:00,51.0
2005-06-16 04:00:00,67.625
2005-06-16 04:40:00,76.0
2005-06-16 05:20:00,83.25
2005-06-16 06:00:00,88.0
2005-06-16 06:40:00,85.0
2005-06-16 07:20:00,83.25
2005-06-16 08:00:00,82.0
2005-06-16 08:40:00,83.625
2005-06-16 09:20:00,86.5
2005-06-16 10:00:00,85.875
2005-06-16 10:40:00,86.25
2005-06-16 11:20:00,81.375
2005-06-16 12:00:00,71.25
2005-06-16 12:40:00,59.75
2005-06-16 13:20:00,52.0
2005-06-16 14:00:00,46.375
2005-06-16 14:40:00,46.5
2005-06-16 15:20:00,45.125
2005-06-16 16:00:00,41.125
2005-06-16 16:40:00,37.875
2005-06-16 17:20:00,34.875
2005-06-16 18:00:00,31.125
2005-06-16 18:40:00,28.25
2005-06-16 19:20:00,23.75
2005-06-16 20:00:00,20.75
2005-06-16 20:40:00,19.25
2005-06-16 21:20:00,19.125
2005-06-16 22:00:00,17.5
2005-06-16 22:40:00,16.75
2005-06-16 23:20:00,16.625
2005-06-17 00:00:00,19.0
2005-06-17 00:40:00,20.875
2005-06-17 01:20:00,23.625
2005-06-17 02:00:00,33.5
2005-06-17 02:40:00,48.125
2005-06-17 03:20:00,62.0
2005-06-17 04:00:00,70.625
2005-06-17 04:40:00,75.75
2005-06-17 05:20:00,81.125
2005-06-17 06:00:00,82.375
2005-06-17 06:40:00,83.75
2005-06-17 07:20:00,80.25
2005-06-17 08:00:00,83.75
2005-06-17 08:40:00,82.125
2005-06-17 09:20:00,81.0
2005-06-17 10:00:00,79.0
2005-06-17 10:40:00,69.75
2005-06-17 11:20:00,62.5
2005-06-17 12:00:00,54.375
2005-06-17 12:40:00,46.0
2005-06-17 13:20:00,40.75
2005-06-17 14:00:00,39.875
2005-06-17 14:40:00,37.625
2005-06-17 15:20:00,37.625
2005-06-17 16:00:00,36.375
2005-06-17 16:40:00,34.0
2005-06-17 17:20:00,31.5
2005-06-17 18:00:00,30.25
2005-06-17 18:40:00,25.125
2005-06-17 19:20:00,24.625
2005-06-17 20:00:00,22.25
2005-06-17 20:40:00,20.75
2005-06-17 21:20:00,18.5
2005-06-17 22:00:00,16.875
2005-06-17 22:40:00,16.5
2005-06-17 23:20:00,16.0
2005-06-18 00:00:00,16.125
2005-06-18 00:40:00,17.5
2005-06-18 01:20:00,17.25
2005-06-18 02:00:00,18.5
2005-06-18 02:40:00,20.0
2005-06-18 03:20:00,24.125
2005-06-18 04:00:00,27.0
2005-06-18 04:40:00,28.875
2005-06-18 05:20:00,30.75
2005-06-18 06:00:00,31.0
2005-06-18 06:40:00,31.375
2005-06-18 07:20:00,32.5
2005-06-18 08:00:00,32.625
2005-06-18 08:40:00,32.625
2005-06-18 09:20:00,32.5
2005-06-18 10:00:00,31.5
2005-06-18 10:40:00,31.625
2005-06-18 11:20:00,32.625
2005-06-18 12:00:00,30.875
2005-06-18 12:40:00,31.0
2005-06-18 13:20:00,30.875
2005-06-18 14:00:00,31.0
2005-06-18 14:40:00,31.125
2005-06-18 15:20:00,31.375
2005-06-18 16:00:00,31.125
2005-06-18 16:40:00,28.875
2005-06-18 17:20:00,26.5
2005-06-18 18:00:00,25.125
2005-06-18 18:40:00,23.75
2005-06-18 19:20:00,21.625
2005-06-18 20:00:00,20.25
2005-06-18 20:40:00,18.125
2005-06-18 21:20:00,17.25
2005-06-18 22:00:00,17.0
2005-06-18 22:40:00,15.375
2005-06-18 23:20:00,17.25
2005-06-19 00:00:00,16.375
2005-06-19 00:40:00,15.625
2005-06-19 01:20:00,17.125
2005-06-19 02:00:00,18.625
2005-06-19 02:40:00,20.625
2005-06-19 03:20:00,23.5
2005-06-19 04:00:00,27.0
2005-06-19 04:40:00,29.5
2005-06-19 05:20:00,30.75
2005-06-19 06:00:00,31.0
2005-06-19 06:40:00,31.875
2005-06-19 07:20:00,32.375
2005-06-19 08:00:00,31.875
2005-06-19 08:40:00,32.75
2005-06-19 09:20:00,32.75
2005-06-19 10:00:00,33.125
2005-06-19 10:40:00,33.625
2005-06-19 11:20:00,34.5
2005-06-19 12:00:00,34.25
2005-06-19 12:40:00,34.875
2005-06-19 13:20:00,36.625
2005-06-19 14:00:00,37.5
2005-06-19 14:40:00,36.75
2005-06-19 15:20:00,35.75
2005-06-19 16:00:00,33.5
2005-06-19 16:40:00,29.75
2005-06-19 17:20:00,26.25
2005-06-19 18:00:00,23.375
2005-06-19 18:40:00,20.875
2005-06-19 19:20:00,18.5
2005-06-19 20:00:00,17.125
2005-06-19 20:40:00,16.875
2005-06-19 21:20:00,15.625
2005-06-19 22:00:00,16.75
2005-06-19 22:40:00,15.5
2005-06-19 23:20:00,18.625
2005-06-20 00:00:00,23.125
2005-06-20 00:40:00,28.875
2005-06-20 01:20:00,41.375
2005-06-20 02:00:00,57.5
2005-06-20 02:40:00,72.5
2005-06-20 03:20:00,77.625
2005-06-20 04:00:00,81.625
2005-06-20 04:40:00,84.125
2005-06-20 05:20:00,85.0
2005-06-20 06:00:00,83.875
2005-06-20 06:40:00,86.25
2005-06-20 07:20:00,86.625
2005-06-20 08:00:00,88.0
2005-06-20 08:40:00,85.625
2005-06-20 09:20:00,82.125
2005-06-20 10:00:00,75.875
2005-06-20 10:40:00,67.0
2005-06-20 11:20:00,56.875
2005-06-20 12:00:00,47.25
2005-06-20 12:40:00,42.875
2005-06-20 13:20:00,40.375
2005-06-20 14:00:00,41.75
2005-06-20 14:40:00,43.0
2005-06-20 15:20:00,39.125
2005-06-20 16:00:00,34.5
2005-06-20 16:40:00,30.125
2005-06-20 17:20:00,26.375
2005-06-20 18:00:00,24.75
2005-06-20 18:40:00,21.875
2005-06-20 19:20:00,18.75
2005-06-20 20:00:00,18.125
2005-06-20 20:40:00,17.125
2005-06-20 21:20:00,16.25
2005-06-20 22:00:00,16.75
2005-06-20 22:40:00,17.0
2005-06-20 23:20:00,19.375
2005-06-21 00:00:00,25.125
2005-06-21 00:40:00,36.625
2005-06-21 01:20:00,55.25
2005-06-21 02:00:00,70.5
2005-06-21 02:40:00,75.375
2005-06-21 03:20:00,81.5
2005-06-21 04:00:00,84.25
2005-06-21 04:40:00,86.125
2005-06-21 05:20:00,85.25
2005-06-21 06:00:00,85.25
2005-06-21 06:40:00,87.5
2005-06-21 07:20:00,89.5
2005-06-21 08:00:00,89.25
2005-06-21 08:40:00,84.5
2005-06-21 09:20:00,81.25
2005-06-21 10:00:00,70.0
2005-06-21 10:40:00,59.375
2005-06-21 11:20:00,50.75
2005-06-21 12:00:00,43.5
2005-06-21 12:40:00,41.75
2005-06-21 13:20:00,40.375
2005-06-21 14:00:00,39.0
2005-06-21 14:40:00,37.5
2005-06-21 15:20:00,37.375
2005-06-21 16:00:00,33.125
2005-06-21 16:40:00,31.125
2005-06-21 17:20:00,23.75
2005-06-21 18:00:00,21.375
2005-06-21 18:40:00,19.625
2005-06-21 19:20:00,18.25
2005-06-21 20:00:00,16.75
2005-06-21 20:40:00,16.25
2005-06-21 21:20:00,15.875
2005-06-21 22:00:00,16.25
2005-06-21 22:40:00,17.25
2005-06-21 23:20:00,22.5
2005-06-22 00:00:00,30.75
2005-06-22 00:40:00,42.0
2005-06-22 01:20:00,54.125
2005-06-22 02:00:00,67.125
2005-06-22 02:40:00,76.5
2005-06-22 03:20:00,83.875
2005-06-22 04:00:00,90.875
2005-06-22 04:40:00,88.125
2005-06-22 05:20:00,90.0
2005-06-22 06:00:00,92.5
2005-06-22 06:40:00,89.875
2005-06-22 07:20:00,88.125
2005-06-22 08:00:00,83.875
2005-06-22 08:40:00,79.5
2005-06-22 09:20:00,71.625
2005-06-22 10:00:00,63.875
2005-06-22 10:40:00,54.25
2005-06-22 11:20:00,48.0
2005-06-22 12:00:00,44.75
2005-06-22 12:40:00,42.375
2005-06-22 13:20:00,42.375
2005-06-22 14:00:00,39.875
2005-06-22 14:40:00,42.5
2005-06-22 15:20:00,38.125
2005-06-22 16:00:00,31.0
2005-06-22 16:40:00,26.875
2005-06-22 17:20:00,24.875
2005-06-22 18:00:00,21.375
2005-06-22 18:40:00,19.0
2005-06-22 19:20:00,19.25
2005-06-22 20:00:00,18.125
2005-06-22 20:40:00,16.875
2005-06-22 21:20:00,18.75
2005-06-22 22:00:00,18.75
2005-06-22 22:40:00,20.5
2005-06-22 23:20:00,28.375
2005-06-23 00:00:00,39.125
2005-06-23 00:40:00,55.125
2005-06-23 01:20:00,69.25
2005-06-23 02:00:00,75.0
2005-06-23 02:40:00,78.375
2005-06-23 03:20:00,82.625
2005-06-23 04:00:00,83.0
2005-06-23 04:40:00,80.25
2005-06-23 05:20:00,80.5
2005-06-23 06:00:00,83.125
2005-06-23 06:40:00,82.875
2005-06-23 07:20:00,82.25
2005-06-23 08:00:00,79.625
2005-06-23 08:40:00,76.0
2005-06-23 09:20:00,65.75
2005-06-23 10:00:00,56.0
2005-06-23 10:40:00,46.375
2005-06-23 11:20:00,41.0
2005-06-23 12:00:00,40.75
2005-06-23 12:40:00,41.375
2005-06-23 13:20:00,39.25
2005-06-23 14:00:00,36.875
2005-06-23 14:40:00,34.375
2005-06-23 15:20:00,30.625
2005-06-23 16:00:00,28.75
2005-06-23 16:40:00,25.5
2005-06-23 17:20:00,21.625
2005-06-23 18:00:00,19.75
2005-06-23 18:40:00,18.625
2005-06-23 19:20:00,18.25
2005-06-23 20:00:00,18.125
2005-06-23 20:40:00,17.5
2005-06-23 21:20:00,19.375
2005-06-23 22:00:00,20.625
2005-06-23 22:40:00,24.375
2005-06-23 23:20:00,34.625
2005-06-24 00:00:00,49.25
2005-06-24 00:40:00,61.75
2005-06-24 01:20:00,72.0
2005-06-24 02:00:00,75.75
2005-06-24 02:40:00,78.75
2005-06-24 03:20:00,80.25
2005-06-24 04:00:00,79.75
2005-06-24 04:40:00,76.125
2005-06-24 05:20:00,78.625
2005-06-24 06:00:00,78.25
2005-06-24 06:40:00,75.625
2005-06-24 07:20:00,70.375
2005-06-24 08:00:00,64.625
2005-06-24 08:40:00,58.0
2005-06-24 09:20:00,50.625
2005-06-24 10:00:00,42.75
2005-06-24 10:40:00,38.375
2005-06-24 11:20:00,38.625
2005-06-24 12:00:00,36.0
2005-06-24 12:40:00,36.375
2005-06-24 13:20:00,33.75
2005-06-24 14:00:00,31.125
2005-06-24 14:40:00,28.375
2005-06-24 15:20:00,25.75
2005-06-24 16:00:00,23.0
2005-06-24 16:40:00,21.75
2005-06-24 17:20:00,19.0
2005-06-24 18:00:00,18.875
2005-06-24 18:40:00,17.75
2005-06-24 19:20:00,17.0
2005-06-24 20:00:00,16.375
2005-06-24 20:40:00,15.625
2005-06-24 21:20:00,15.125
2005-06-24 22:00:00,17.75
2005-06-24 22:40:00,16.75
2005-06-24 23:20:00,18.375
2005-06-25 00:00:00,20.75
2005-06-25 00:40:00,23.625
2005-06-25 01:20:00,27.0
2005-06-25 02:00:00,29.125
2005-06-25 02:40:00,30.25
2005-06-25 03:20:00,32.25
2005-06-25 04:00:00,33.75
2005-06-25 04:40:00,32.5
2005-06-25 05:20:00,34.0
2005-06-25 06:00:00,33.125
2005-06-25 06:40:00,31.875
2005-06-25 07:20:00,31.125
2005-06-25 08:00:00,32.5
2005-06-25 08:40:00,32.0
2005-06-25 09:20:00,30.75
2005-06-25 10:00:00,30.0
2005-06-25 10:40:00,30.125
2005-06-25 11:20:00,33.75
2005-06-25 12:00:00,31.25
2005-06-25 12:40:00,30.5
2005-06-25 13:20:00,29.5
2005-06-25 14:00:00,28.0
2005-06-25 14:40:00,26.75
2005-06-25 15:20:00,24.125
2005-06-25 16:00:00,21.875
2005-06-25 16:40:00,20.25
2005-06-25 17:20:00,19.5
2005-06-25 18:00:00,18.75
2005-06-25 18:40:00,17.625
2005-06-25 19:20:00,17.125
2005-06-25 20:00:00,16.75
2005-06-25 20:40:00,16.5
2005-06-25 21:20:00,16.75
2005-06-25 22:00:00,16.5
2005-06-25 22:40:00,17.5
2005-06-25 23:20:00,19.0
2005-06-26 00:00:00,21.125
2005-06-26 00:40:00,23.875
2005-06-26 01:20:00,28.5
2005-06-26 02:00:00,29.75
2005-06-26 02:40:00,31.875
2005-06-26 03:20:00,33.125
2005-06-26 04:00:00,31.75
2005-06-26 04:40:00,31.75
2005-06-26 05:20:00,32.0
2005-06-26 06:00:00,34.0
2005-06-26 06:40:00,34.375
2005-06-26 07:20:00,33.75
2005-06-26 08:00:00,33.5
2005-06-26 08:40:00,32.0
2005-06-26 09:20:00,32.0
2005-06-26 10:00:00,33.0
2005-06-26 10:40:00,33.875
2005-06-26 11:20:00,33.375
2005-06-26 12:00:00,35.375
2005-06-26 12:40:00,33.875
2005-06-26 13:20:00,30.875
2005-06-26 14:00:00,28.625
2005-06-26 14:40:00,26.375
2005-06-26 15:20:00,22.875
2005-06-26 16:00:00,20.5
2005-06-26 16:40:00,18.25
2005-06-26 17:20:00,17.625
2005-06-26 18:00:00,16.375
2005-06-26 18:40:00,16.125
2005-06-26 19:20:00,15.125
2005-06-26 20:00:00,15.125
2005-06-26 20:40:00,17.75
2005-06-26 21:20:00,24.75
2005-06-26 22:00:00,31.125
2005-06-26 22:40:00,44.875
2005-06-26 23:20:00,61.125
2005-06-27 00:00:00,73.25
2005-06-27 00:40:00,79.25
2005-06-27 01:20:00,82.75
2005-06-27 02:00:00,87.625
2005-06-27 02:40:00,87.125
2005-06-27 03:20:00,84.125
2005-06-27 04:00:00,86.0
2005-06-27 04:40:00,87.375
2005-06-27 05:20:00,87.75
2005-06-27 06:00:00,89.25
2005-06-27 06:40:00,82.75
2005-06-27 07:20:00,74.875
2005-06-27 08:00:00,65.25
2005-06-27 08:40:00,54.125
2005-06-27 09:20:00,46.625
2005-06-27 10:00:00,44.0
2005-06-27 10:40:00,42.0
2005-06-27 11:20:00,40.625
2005-06-27 12:00:00,39.875
2005-06-27 12:40:00,35.875
2005-06-27 13:20:00,32.75
2005-06-27 14:00:00,29.75
2005-06-27 14:40:00,27.25
2005-06-27 15:20:00,25.5
2005-06-27 16:00:00,24.0
2005-06-27 16:40:00,20.875
2005-06-27 17:20:00,20.375
2005-06-27 18:00:00,20.375
2005-06-27 18:40:00,19.0
2005-06-27 19:20:00,17.25
2005-06-27 20:00:00,18.0
2005-06-27 20:40:00,21.625
2005-06-27 21:20:00,28.375
2005-06-27 22:00:00,39.875
2005-06-27 22:40:00,57.375
2005-06-27 23:20:00,69.75
2005-06-28 00:00:00,78.875
2005-06-28 00:40:00,82.375
2005-06-28 01:20:00,83.25
2005-06-28 02:00:00,86.625
2005-06-28 02:40:00,85.375
2005-06-28 03:20:00,85.5
2005-06-28 04:00:00,86.75
2005-06-28 04:40:00,87.25
2005-06-28 05:20:00,87.125
2005-06-28 06:00:00,86.125
2005-06-28 06:40:00,79.5
2005-06-28 07:20:00,70.5
2005-06-28 08:00:00,60.25
2005-06-28 08:40:00,52.25
2005-06-28 09:20:00,45.75
2005-06-28 10:00:00,43.25
2005-06-28 10:40:00,42.875
2005-06-28 11:20:00,40.625
2005-06-28 12:00:00,38.75
2005-06-28 12:40:00,35.375
2005-06-28 13:20:00,31.875
2005-06-28 14:00:00,29.5
2005-06-28 14:40:00,26.75
2005-06-28 15:20:00,22.375
2005-06-28 16:00:00,21.375
2005-06-28 16:40:00,20.5
2005-06-28 17:20:00,19.125
2005-06-28 18:00:00,20.125
2005-06-28 18:40:00,18.875
2005-06-28 19:20:00,20.5
2005-06-28 20:00:00,22.5
2005-06-28 20:40:00,25.375
2005-06-28 21:20:00,35.0
2005-06-28 22:00:00,49.0
2005-06-28 22:40:00,64.125
2005-06-28 23:20:00,75.25
2005-06-29 00:00:00,78.75
2005-06-29 00:40:00,83.375
2005-06-29 01:20:00,81.5
2005-06-29 02:00:00,83.0
2005-06-29 02:40:00,81.875
2005-06-29 03:20:00,81.375
2005-06-29 04:00:00,84.5
2005-06-29 04:40:00,85.0
2005-06-29 05:20:00,83.25
2005-06-29 06:00:00,77.375
2005-06-29 06:40:00,69.5
2005-06-29 07:20:00,59.25
2005-06-29 08:00:00,50.125
2005-06-29 08:40:00,44.0
2005-06-29 09:20:00,41.875
2005-06-29 10:00:00,42.375
2005-06-29 10:40:00,40.5
2005-06-29 11:20:00,39.75
2005-06-29 12:00:00,37.0
2005-06-29 12:40:00,33.0
2005-06-29 13:20:00,29.5
2005-06-29 14:00:00,25.5
2005-06-29 14:40:00,24.5
2005-06-29 15:20:00,21.875
2005-06-29 16:00:00,20.375
2005-06-29 16:40:00,19.125
2005-06-29 17:20:00,18.625
2005-06-29 18:00:00,17.25
2005-06-29 18:40:00,17.375
2005-06-29 19:20:00,19.0
2005-06-29 20:00:00,23.125
2005-06-29 20:40:00,31.125
2005-06-29 21:20:00,43.125
2005-06-29 22:00:00,55.75
2005-06-29 22:40:00,70.125
2005-06-29 23:20:00,77.125
2005-06-30 00:00:00,81.625
2005-06-30 00:40:00,85.25
2005-06-30 01:20:00,85.75
2005-06-30 02:00:00,84.125
2005-06-30 02:40:00,82.375
